my_result,target
[13.],[[7]]
[3.],[[18]]
[16.],[[14]]
[16.],[[14]]
[16.],[[2]]
[16.],[[14]]
[3.],[[17]]
[3.],[[7]]
[13.],[[23]]
[4.],[[2]]
[3.],[[17]]
[13.],[[13]]
[3.],[[26]]
[13.],[[13]]
[3.],[[24]]
[3.],[[1]]
[3.],[[8]]
[3.],[[17]]
[10.],[[1]]
[3.],[[15]]
[3.],[[17]]
[16.],[[16]]
[16.],[[1]]
[3.],[[26]]
[16.],[[19]]
[3.],[[2]]
[3.],[[12]]
[3.],[[7]]
[3.],[[26]]
[3.],[[3]]
[3.],[[11]]
[3.],[[20]]
[16.],[[16]]
[3.],[[17]]
[13.],[[23]]
[13.],[[1]]
[3.],[[19]]
[16.],[[6]]
[13.],[[22]]
[16.],[[16]]
[3.],[[20]]
[4.],[[4]]
[16.],[[16]]
[3.],[[11]]
[3.],[[7]]
[13.],[[13]]
[16.],[[10]]
[3.],[[12]]
[3.],[[12]]
[3.],[[5]]
[3.],[[17]]
[3.],[[5]]
[3.],[[14]]
[6.],[[25]]
[16.],[[1]]
[3.],[[12]]
[6.],[[20]]
[6.],[[6]]
[4.],[[1]]
[16.],[[4]]
[3.],[[2]]
[16.],[[23]]
[3.],[[17]]
[3.],[[9]]
[4.],[[4]]
[3.],[[15]]
[16.],[[23]]
[13.],[[11]]
[3.],[[7]]
[3.],[[4]]
[16.],[[8]]
[13.],[[13]]
[3.],[[5]]
[3.],[[3]]
[16.],[[16]]
[3.],[[20]]
[16.],[[16]]
[3.],[[3]]
[3.],[[26]]
[14.],[[14]]
[3.],[[11]]
[16.],[[16]]
[5.],[[24]]
[3.],[[14]]
[16.],[[14]]
[16.],[[14]]
[3.],[[7]]
[10.],[[10]]
[3.],[[7]]
[13.],[[13]]
[3.],[[20]]
[3.],[[12]]
[3.],[[14]]
[6.],[[22]]
[16.],[[4]]
[3.],[[11]]
[3.],[[17]]
[3.],[[8]]
[13.],[[13]]
[3.],[[25]]
[3.],[[26]]
[16.],[[15]]
[3.],[[17]]
[10.],[[10]]
[3.],[[3]]
[3.],[[11]]
[3.],[[4]]
[3.],[[1]]
[3.],[[17]]
[6.],[[25]]
[3.],[[11]]
[3.],[[5]]
[13.],[[13]]
[3.],[[24]]
[3.],[[18]]
[13.],[[13]]
[6.],[[9]]
[13.],[[1]]
[3.],[[17]]
[3.],[[11]]
[6.],[[25]]
[3.],[[8]]
[16.],[[16]]
[13.],[[23]]
[16.],[[16]]
[16.],[[23]]
[4.],[[8]]
[14.],[[8]]
[14.],[[14]]
[3.],[[26]]
[3.],[[26]]
[13.],[[15]]
[3.],[[7]]
[3.],[[1]]
[16.],[[4]]
[16.],[[16]]
[3.],[[2]]
[3.],[[11]]
[3.],[[4]]
[6.],[[25]]
[3.],[[5]]
[3.],[[8]]
[13.],[[18]]
[6.],[[26]]
[16.],[[2]]
[3.],[[7]]
[6.],[[6]]
[3.],[[22]]
[16.],[[16]]
[3.],[[22]]
[3.],[[26]]
[3.],[[21]]
[3.],[[2]]
[3.],[[26]]
[16.],[[9]]
[13.],[[15]]
[6.],[[9]]
[3.],[[19]]
[16.],[[14]]
[10.],[[10]]
[3.],[[17]]
[3.],[[5]]
[16.],[[16]]
[16.],[[23]]
[3.],[[5]]
[6.],[[6]]
[13.],[[13]]
[6.],[[6]]
[3.],[[26]]
[3.],[[2]]
[3.],[[12]]
[16.],[[6]]
[3.],[[5]]
[16.],[[14]]
[3.],[[5]]
[3.],[[18]]
[13.],[[13]]
[3.],[[5]]
[16.],[[23]]
[3.],[[24]]
[16.],[[20]]
[3.],[[15]]
[3.],[[25]]
[3.],[[17]]
[6.],[[22]]
[16.],[[24]]
[16.],[[15]]
[6.],[[20]]
[3.],[[24]]
[16.],[[26]]
[13.],[[21]]
[16.],[[19]]
[16.],[[14]]
[3.],[[17]]
[6.],[[6]]
[3.],[[7]]
[3.],[[17]]
[3.],[[9]]
[5.],[[19]]
[3.],[[24]]
[16.],[[14]]
[3.],[[5]]
[3.],[[24]]
[3.],[[18]]
[3.],[[8]]
[3.],[[5]]
[13.],[[13]]
[6.],[[25]]
[10.],[[1]]
[4.],[[17]]
[3.],[[11]]
[3.],[[21]]
[4.],[[20]]
[3.],[[12]]
[3.],[[5]]
[3.],[[21]]
[16.],[[16]]
[3.],[[21]]
[3.],[[8]]
[3.],[[18]]
[3.],[[24]]
[6.],[[6]]
[13.],[[13]]
[3.],[[5]]
[3.],[[5]]
[13.],[[13]]
[6.],[[21]]
[3.],[[15]]
[3.],[[3]]
[3.],[[11]]
[10.],[[1]]
[3.],[[17]]
[16.],[[7]]
[3.],[[5]]
[3.],[[15]]
[3.],[[24]]
[13.],[[13]]
[16.],[[4]]
[4.],[[2]]
[16.],[[16]]
[16.],[[8]]
[6.],[[9]]
[3.],[[4]]
[14.],[[23]]
[3.],[[11]]
[10.],[[1]]
[3.],[[15]]
[3.],[[22]]
[3.],[[12]]
[6.],[[14]]
[3.],[[9]]
[10.],[[1]]
[3.],[[24]]
[3.],[[17]]
[3.],[[8]]
[16.],[[16]]
[5.],[[19]]
[3.],[[11]]
[3.],[[3]]
[3.],[[24]]
[3.],[[26]]
[10.],[[1]]
[3.],[[25]]
[13.],[[21]]
[3.],[[2]]
[3.],[[12]]
[3.],[[21]]
[3.],[[10]]
[3.],[[9]]
[3.],[[10]]
[3.],[[15]]
[3.],[[24]]
[13.],[[13]]
[3.],[[10]]
[3.],[[15]]
[10.],[[9]]
[3.],[[3]]
[3.],[[15]]
[16.],[[6]]
[13.],[[13]]
[3.],[[4]]
[13.],[[13]]
[3.],[[7]]
[6.],[[20]]
[3.],[[8]]
[3.],[[4]]
[3.],[[7]]
[3.],[[25]]
[3.],[[22]]
[3.],[[11]]
[3.],[[14]]
[10.],[[10]]
[3.],[[15]]
[3.],[[15]]
[6.],[[6]]
[16.],[[16]]
[3.],[[19]]
[3.],[[9]]
[3.],[[5]]
[3.],[[24]]
[3.],[[24]]
[3.],[[5]]
[3.],[[17]]
[3.],[[24]]
[3.],[[5]]
[3.],[[26]]
[3.],[[2]]
[2.],[[19]]
[10.],[[10]]
[6.],[[6]]
[13.],[[23]]
[3.],[[11]]
[3.],[[18]]
[6.],[[25]]
[3.],[[19]]
[6.],[[25]]
[3.],[[7]]
[3.],[[9]]
[3.],[[2]]
[16.],[[10]]
[10.],[[1]]
[5.],[[26]]
[3.],[[9]]
[3.],[[17]]
[3.],[[25]]
[4.],[[14]]
[6.],[[20]]
[3.],[[24]]
[4.],[[14]]
[3.],[[24]]
[10.],[[10]]
[3.],[[21]]
[6.],[[22]]
[3.],[[17]]
[13.],[[8]]
[6.],[[25]]
[5.],[[24]]
[3.],[[24]]
[13.],[[23]]
[3.],[[9]]
[3.],[[25]]
[10.],[[10]]
[4.],[[24]]
[3.],[[5]]
[16.],[[16]]
[10.],[[1]]
[3.],[[8]]
[16.],[[22]]
[13.],[[13]]
[3.],[[21]]
[13.],[[13]]
[3.],[[23]]
[3.],[[4]]
[16.],[[16]]
[3.],[[26]]
[16.],[[9]]
[3.],[[15]]
[10.],[[17]]
[3.],[[8]]
[16.],[[2]]
[6.],[[25]]
[16.],[[4]]
[3.],[[7]]
[13.],[[8]]
[13.],[[21]]
[3.],[[19]]
[4.],[[18]]
[3.],[[9]]
[6.],[[6]]
[3.],[[9]]
[3.],[[3]]
[13.],[[23]]
[3.],[[24]]
[3.],[[9]]
[3.],[[11]]
[3.],[[19]]
[16.],[[6]]
[3.],[[5]]
[3.],[[3]]
[3.],[[14]]
[3.],[[2]]
[6.],[[6]]
[3.],[[15]]
[3.],[[5]]
[6.],[[23]]
[3.],[[10]]
[3.],[[21]]
[3.],[[4]]
[3.],[[2]]
[4.],[[17]]
[16.],[[18]]
[3.],[[1]]
[3.],[[19]]
[6.],[[6]]
[10.],[[1]]
[16.],[[5]]
[3.],[[2]]
[16.],[[8]]
[3.],[[12]]
[16.],[[2]]
[3.],[[15]]
[3.],[[2]]
[6.],[[20]]
[16.],[[16]]
[13.],[[15]]
[3.],[[26]]
[4.],[[11]]
[3.],[[13]]
[10.],[[1]]
[6.],[[20]]
[3.],[[2]]
[6.],[[6]]
[3.],[[15]]
[16.],[[14]]
[3.],[[4]]
[4.],[[4]]
[3.],[[5]]
[6.],[[25]]
[3.],[[17]]
[3.],[[8]]
[3.],[[17]]
[3.],[[7]]
[3.],[[21]]
[16.],[[18]]
[3.],[[20]]
[3.],[[26]]
[13.],[[13]]
[16.],[[4]]
[3.],[[9]]
[13.],[[7]]
[3.],[[8]]
[3.],[[11]]
[3.],[[11]]
[16.],[[2]]
[16.],[[22]]
[3.],[[24]]
[16.],[[23]]
[3.],[[26]]
[16.],[[8]]
[3.],[[15]]
[3.],[[24]]
[10.],[[10]]
[6.],[[22]]
[3.],[[22]]
[3.],[[7]]
[3.],[[21]]
[16.],[[2]]
[16.],[[14]]
[10.],[[10]]
[3.],[[2]]
[3.],[[15]]
[3.],[[25]]
[3.],[[1]]
[3.],[[25]]
[16.],[[10]]
[3.],[[11]]
[3.],[[7]]
[3.],[[9]]
[16.],[[16]]
[13.],[[1]]
[13.],[[13]]
[3.],[[26]]
[16.],[[16]]
[16.],[[16]]
[3.],[[8]]
[3.],[[24]]
[5.],[[24]]
[3.],[[3]]
[13.],[[23]]
[3.],[[1]]
[3.],[[24]]
[3.],[[3]]
[6.],[[6]]
[3.],[[26]]
[13.],[[13]]
[16.],[[22]]
[4.],[[18]]
[3.],[[26]]
[3.],[[5]]
[3.],[[21]]
[16.],[[14]]
[3.],[[3]]
[16.],[[8]]
[6.],[[20]]
[4.],[[15]]
[6.],[[6]]
[3.],[[26]]
[3.],[[12]]
[3.],[[2]]
[3.],[[8]]
[16.],[[26]]
[3.],[[3]]
[2.],[[19]]
[16.],[[16]]
[13.],[[18]]
[3.],[[22]]
[3.],[[9]]
[16.],[[16]]
[16.],[[23]]
[10.],[[10]]
[16.],[[4]]
[13.],[[21]]
[3.],[[11]]
[3.],[[18]]
[3.],[[15]]
[3.],[[9]]
[16.],[[16]]
[16.],[[9]]
[3.],[[24]]
[3.],[[11]]
[3.],[[22]]
[6.],[[20]]
[3.],[[17]]
[13.],[[23]]
[6.],[[6]]
[16.],[[16]]
[3.],[[19]]
[3.],[[3]]
[6.],[[22]]
[13.],[[13]]
[3.],[[15]]
[3.],[[9]]
[3.],[[7]]
[3.],[[7]]
[3.],[[9]]
[3.],[[24]]
[3.],[[12]]
[16.],[[2]]
[3.],[[12]]
[3.],[[7]]
[10.],[[4]]
[3.],[[3]]
[3.],[[17]]
[16.],[[8]]
[10.],[[10]]
[6.],[[20]]
[13.],[[23]]
[3.],[[2]]
[3.],[[12]]
[3.],[[17]]
[16.],[[18]]
[4.],[[4]]
[3.],[[19]]
[3.],[[17]]
[16.],[[3]]
[4.],[[19]]
[3.],[[9]]
[13.],[[23]]
[3.],[[11]]
[16.],[[4]]
[16.],[[16]]
[6.],[[6]]
[6.],[[20]]
[13.],[[13]]
[16.],[[14]]
[3.],[[11]]
[3.],[[26]]
[10.],[[10]]
[14.],[[8]]
[3.],[[7]]
[3.],[[2]]
[3.],[[15]]
[3.],[[22]]
[3.],[[18]]
[3.],[[15]]
[3.],[[8]]
[16.],[[14]]
[16.],[[14]]
[6.],[[20]]
[3.],[[5]]
[16.],[[16]]
[3.],[[1]]
[3.],[[25]]
[16.],[[25]]
[16.],[[25]]
[16.],[[23]]
[3.],[[21]]
[16.],[[23]]
[3.],[[4]]
[13.],[[25]]
[6.],[[20]]
[3.],[[19]]
[10.],[[1]]
[16.],[[6]]
[16.],[[16]]
[3.],[[21]]
[3.],[[7]]
[3.],[[15]]
[16.],[[16]]
[3.],[[9]]
[3.],[[7]]
[3.],[[17]]
[3.],[[22]]
[6.],[[20]]
[10.],[[10]]
[3.],[[17]]
[3.],[[8]]
[6.],[[22]]
[3.],[[12]]
[3.],[[12]]
[6.],[[25]]
[3.],[[12]]
[3.],[[18]]
[3.],[[3]]
[3.],[[21]]
[4.],[[4]]
[16.],[[14]]
[3.],[[24]]
[16.],[[25]]
[16.],[[7]]
[3.],[[19]]
[16.],[[16]]
[6.],[[23]]
[4.],[[8]]
[3.],[[12]]
[3.],[[24]]
[3.],[[5]]
[16.],[[16]]
[16.],[[6]]
[3.],[[21]]
[16.],[[25]]
[6.],[[20]]
[3.],[[22]]
[3.],[[20]]
[3.],[[2]]
[3.],[[12]]
[3.],[[24]]
[3.],[[24]]
[3.],[[21]]
[16.],[[16]]
[16.],[[6]]
[10.],[[10]]
[6.],[[6]]
[13.],[[13]]
[10.],[[9]]
[3.],[[22]]
[6.],[[6]]
[4.],[[12]]
[6.],[[20]]
[3.],[[5]]
[3.],[[24]]
[3.],[[3]]
[3.],[[23]]
[16.],[[16]]
[10.],[[10]]
[16.],[[16]]
[3.],[[24]]
[16.],[[18]]
[16.],[[10]]
[5.],[[24]]
[6.],[[6]]
[5.],[[26]]
[10.],[[10]]
[3.],[[17]]
[3.],[[12]]
[6.],[[26]]
[3.],[[11]]
[4.],[[2]]
[3.],[[8]]
[3.],[[21]]
[16.],[[24]]
[6.],[[20]]
[3.],[[11]]
[4.],[[1]]
[3.],[[12]]
[3.],[[7]]
[16.],[[8]]
[16.],[[19]]
[3.],[[3]]
[3.],[[8]]
[3.],[[17]]
[16.],[[23]]
[13.],[[7]]
[13.],[[7]]
[3.],[[3]]
[3.],[[12]]
[6.],[[20]]
[3.],[[3]]
[4.],[[2]]
[3.],[[17]]
[3.],[[15]]
[16.],[[6]]
[16.],[[18]]
[3.],[[26]]
[4.],[[4]]
[10.],[[1]]
[6.],[[25]]
[3.],[[2]]
[3.],[[20]]
[3.],[[24]]
[13.],[[13]]
[3.],[[17]]
[3.],[[11]]
[3.],[[24]]
[3.],[[17]]
[16.],[[4]]
[3.],[[24]]
[3.],[[17]]
[4.],[[8]]
[10.],[[10]]
[6.],[[20]]
[6.],[[9]]
[3.],[[21]]
[13.],[[17]]
[3.],[[13]]
[3.],[[5]]
[16.],[[10]]
[16.],[[6]]
[16.],[[9]]
[16.],[[14]]
[14.],[[14]]
[3.],[[22]]
[3.],[[17]]
[10.],[[10]]
[4.],[[15]]
[3.],[[9]]
[3.],[[9]]
[3.],[[5]]
[3.],[[11]]
[3.],[[5]]
[6.],[[20]]
[3.],[[24]]
[3.],[[12]]
[3.],[[5]]
[3.],[[1]]
[3.],[[19]]
[10.],[[10]]
[3.],[[2]]
[3.],[[24]]
[6.],[[23]]
[16.],[[8]]
[3.],[[2]]
[13.],[[13]]
[4.],[[1]]
[10.],[[17]]
[3.],[[19]]
[16.],[[16]]
[16.],[[1]]
[3.],[[5]]
[6.],[[9]]
[14.],[[8]]
[3.],[[7]]
[3.],[[3]]
[3.],[[5]]
[3.],[[24]]
[3.],[[21]]
[3.],[[7]]
[16.],[[18]]
[3.],[[21]]
[3.],[[24]]
[3.],[[12]]
[6.],[[23]]
[3.],[[5]]
[3.],[[22]]
[3.],[[7]]
[16.],[[25]]
[16.],[[6]]
[6.],[[25]]
[3.],[[26]]
[3.],[[26]]
[3.],[[11]]
[3.],[[18]]
[5.],[[26]]
[3.],[[15]]
[6.],[[20]]
[3.],[[3]]
[3.],[[11]]
[3.],[[4]]
[3.],[[11]]
[3.],[[5]]
[3.],[[17]]
[3.],[[26]]
[16.],[[22]]
[3.],[[22]]
[10.],[[24]]
[6.],[[20]]
[3.],[[18]]
[16.],[[18]]
[3.],[[20]]
[10.],[[10]]
[13.],[[23]]
[3.],[[19]]
[6.],[[20]]
[3.],[[26]]
[6.],[[25]]
[3.],[[2]]
[16.],[[10]]
[3.],[[21]]
[3.],[[22]]
[3.],[[21]]
[16.],[[25]]
[6.],[[6]]
[16.],[[18]]
[4.],[[19]]
[3.],[[21]]
[14.],[[14]]
[3.],[[7]]
[3.],[[25]]
[16.],[[16]]
[14.],[[14]]
[3.],[[14]]
[6.],[[20]]
[3.],[[11]]
[6.],[[22]]
[13.],[[21]]
[16.],[[26]]
[16.],[[16]]
[4.],[[15]]
[16.],[[7]]
[3.],[[3]]
[3.],[[7]]
[3.],[[25]]
[3.],[[24]]
[3.],[[10]]
[3.],[[7]]
[13.],[[13]]
[3.],[[24]]
[16.],[[8]]
[3.],[[18]]
[3.],[[21]]
[3.],[[15]]
[10.],[[1]]
[3.],[[26]]
[3.],[[4]]
[2.],[[11]]
[13.],[[15]]
[3.],[[22]]
[13.],[[23]]
[4.],[[4]]
[3.],[[2]]
[10.],[[10]]
[6.],[[20]]
[3.],[[21]]
[3.],[[12]]
[3.],[[5]]
[16.],[[18]]
[3.],[[7]]
[3.],[[9]]
[3.],[[15]]
[3.],[[18]]
[3.],[[12]]
[3.],[[5]]
[4.],[[2]]
[3.],[[8]]
[3.],[[12]]
[13.],[[1]]
[16.],[[24]]
[4.],[[2]]
[3.],[[10]]
[16.],[[23]]
[10.],[[1]]
[6.],[[6]]
[13.],[[13]]
[3.],[[4]]
[16.],[[16]]
[16.],[[25]]
[3.],[[15]]
[10.],[[10]]
[3.],[[26]]
[3.],[[19]]
[3.],[[15]]
[3.],[[3]]
[3.],[[8]]
[16.],[[16]]
[3.],[[24]]
[6.],[[9]]
[13.],[[23]]
[6.],[[25]]
[6.],[[20]]
[16.],[[1]]
[6.],[[20]]
[10.],[[1]]
[3.],[[25]]
[16.],[[16]]
[3.],[[8]]
[6.],[[26]]
[13.],[[2]]
[3.],[[15]]
[3.],[[13]]
[3.],[[12]]
[3.],[[7]]
[6.],[[6]]
[3.],[[18]]
[13.],[[11]]
[3.],[[24]]
[16.],[[6]]
[6.],[[22]]
[3.],[[13]]
[3.],[[19]]
[3.],[[25]]
[3.],[[11]]
[13.],[[23]]
[3.],[[9]]
[16.],[[16]]
[13.],[[23]]
[6.],[[23]]
[3.],[[14]]
[13.],[[21]]
[16.],[[22]]
[14.],[[14]]
[3.],[[18]]
[16.],[[16]]
[3.],[[18]]
[3.],[[13]]
[3.],[[3]]
[3.],[[18]]
[3.],[[23]]
[16.],[[16]]
[3.],[[25]]
[3.],[[7]]
[3.],[[20]]
[3.],[[8]]
[16.],[[6]]
[6.],[[25]]
[16.],[[7]]
[3.],[[19]]
[13.],[[13]]
[16.],[[9]]
[6.],[[9]]
[6.],[[22]]
[3.],[[16]]
[16.],[[23]]
[4.],[[8]]
[3.],[[12]]
[4.],[[2]]
[3.],[[24]]
[3.],[[5]]
[4.],[[2]]
[10.],[[1]]
[2.],[[19]]
[3.],[[21]]
[10.],[[10]]
[4.],[[11]]
[13.],[[23]]
[10.],[[9]]
[3.],[[17]]
[4.],[[18]]
[3.],[[12]]
[3.],[[21]]
[3.],[[15]]
[3.],[[25]]
[3.],[[26]]
[3.],[[2]]
[6.],[[21]]
[3.],[[24]]
[16.],[[7]]
[3.],[[3]]
[16.],[[14]]
[16.],[[16]]
[3.],[[2]]
[3.],[[24]]
[3.],[[15]]
[3.],[[21]]
[16.],[[20]]
[3.],[[26]]
[3.],[[7]]
[3.],[[12]]
[6.],[[6]]
[3.],[[15]]
[10.],[[1]]
[16.],[[1]]
[4.],[[2]]
[6.],[[20]]
[3.],[[18]]
[6.],[[20]]
[6.],[[6]]
[4.],[[14]]
[16.],[[16]]
[6.],[[20]]
[16.],[[8]]
[3.],[[4]]
[3.],[[9]]
[6.],[[20]]
[16.],[[20]]
[4.],[[4]]
[5.],[[19]]
[3.],[[8]]
[3.],[[15]]
[3.],[[8]]
[3.],[[5]]
[3.],[[12]]
[3.],[[2]]
[3.],[[19]]
[14.],[[14]]
[3.],[[19]]
[3.],[[20]]
[3.],[[19]]
[16.],[[2]]
[3.],[[26]]
[3.],[[8]]
[5.],[[24]]
[3.],[[8]]
[4.],[[2]]
[16.],[[19]]
[3.],[[12]]
[3.],[[4]]
[3.],[[8]]
[4.],[[21]]
[3.],[[21]]
[16.],[[23]]
[16.],[[24]]
[10.],[[10]]
[2.],[[19]]
[3.],[[25]]
[13.],[[13]]
[16.],[[11]]
[6.],[[22]]
[3.],[[18]]
[10.],[[18]]
[3.],[[19]]
[13.],[[13]]
[6.],[[20]]
[3.],[[1]]
[3.],[[8]]
[10.],[[1]]
[10.],[[1]]
[3.],[[3]]
[6.],[[22]]
[3.],[[24]]
[3.],[[19]]
[3.],[[18]]
[16.],[[16]]
[10.],[[10]]
[3.],[[21]]
[3.],[[18]]
[3.],[[19]]
[6.],[[20]]
[3.],[[15]]
[3.],[[9]]
[3.],[[3]]
[3.],[[9]]
[2.],[[9]]
[3.],[[15]]
[4.],[[19]]
[3.],[[8]]
[3.],[[1]]
[3.],[[5]]
[3.],[[17]]
[3.],[[2]]
[3.],[[17]]
[16.],[[8]]
[3.],[[2]]
[10.],[[1]]
[3.],[[3]]
[3.],[[15]]
[6.],[[6]]
[3.],[[19]]
[6.],[[25]]
[3.],[[25]]
[3.],[[19]]
[4.],[[18]]
[3.],[[22]]
[6.],[[25]]
[3.],[[7]]
[3.],[[9]]
[16.],[[2]]
[3.],[[8]]
[16.],[[7]]
[3.],[[3]]
[16.],[[14]]
[3.],[[22]]
[3.],[[22]]
[3.],[[11]]
[3.],[[20]]
[3.],[[17]]
[13.],[[13]]
[3.],[[19]]
[16.],[[22]]
[3.],[[19]]
[16.],[[4]]
[3.],[[5]]
[3.],[[10]]
[3.],[[26]]
[3.],[[7]]
[16.],[[6]]
[3.],[[7]]
[5.],[[18]]
[13.],[[15]]
[3.],[[12]]
[10.],[[10]]
[3.],[[19]]
[13.],[[14]]
[13.],[[18]]
[3.],[[17]]
[6.],[[20]]
[6.],[[22]]
[3.],[[17]]
[16.],[[14]]
[3.],[[5]]
[3.],[[5]]
[16.],[[1]]
[3.],[[14]]
[3.],[[15]]
[16.],[[4]]
[3.],[[15]]
[3.],[[7]]
[16.],[[18]]
[3.],[[5]]
[13.],[[23]]
[3.],[[21]]
[6.],[[22]]
[3.],[[18]]
[6.],[[22]]
[13.],[[23]]
[3.],[[5]]
[6.],[[25]]
[3.],[[17]]
[3.],[[15]]
[3.],[[26]]
[3.],[[9]]
[3.],[[4]]
[3.],[[15]]
[5.],[[26]]
[6.],[[25]]
[16.],[[16]]
[16.],[[8]]
[3.],[[15]]
[6.],[[25]]
[14.],[[8]]
[6.],[[20]]
[3.],[[12]]
[3.],[[17]]
[3.],[[9]]
[3.],[[26]]
[3.],[[3]]
[6.],[[20]]
[3.],[[25]]
[4.],[[2]]
[5.],[[19]]
[16.],[[16]]
[3.],[[15]]
[3.],[[11]]
[6.],[[16]]
[3.],[[24]]
[5.],[[26]]
[3.],[[15]]
[3.],[[18]]
[3.],[[4]]
[3.],[[15]]
[6.],[[25]]
[3.],[[21]]
[3.],[[14]]
[3.],[[7]]
[3.],[[11]]
[13.],[[13]]
[6.],[[6]]
[3.],[[21]]
[13.],[[13]]
[3.],[[11]]
[3.],[[15]]
[13.],[[13]]
[3.],[[24]]
[3.],[[4]]
[16.],[[25]]
[13.],[[22]]
[16.],[[25]]
[6.],[[26]]
[16.],[[23]]
[16.],[[9]]
[3.],[[1]]
[3.],[[2]]
[13.],[[13]]
[3.],[[21]]
[13.],[[23]]
[3.],[[11]]
[13.],[[23]]
[16.],[[15]]
[3.],[[7]]
[10.],[[10]]
[3.],[[12]]
[13.],[[13]]
[3.],[[17]]
[10.],[[9]]
[16.],[[2]]
[6.],[[6]]
[6.],[[6]]
[3.],[[26]]
[6.],[[20]]
[3.],[[10]]
[6.],[[6]]
[3.],[[22]]
[16.],[[14]]
[16.],[[16]]
[3.],[[24]]
[3.],[[17]]
[16.],[[24]]
[10.],[[10]]
[3.],[[7]]
[16.],[[3]]
[10.],[[1]]
[16.],[[16]]
[3.],[[18]]
[3.],[[24]]
[3.],[[22]]
[6.],[[22]]
[3.],[[26]]
[13.],[[23]]
[3.],[[2]]
[16.],[[23]]
[4.],[[18]]
[16.],[[16]]
[5.],[[26]]
[13.],[[23]]
[3.],[[4]]
[3.],[[21]]
[16.],[[14]]
